Date,Open,High,Low,Close,Adj Close,Volume
2013-02-13,7140.000000,7140.000000,7060.000000,7120.000000,6902.961426,4651
2013-02-14,7130.000000,7130.000000,7060.000000,7080.000000,6864.180664,2586
2013-02-15,7100.000000,7100.000000,7060.000000,7090.000000,6873.875977,1053
2013-02-18,7080.000000,7100.000000,7070.000000,7090.000000,6873.875977,2325
2013-02-19,7090.000000,7110.000000,7090.000000,7090.000000,6873.875977,2198
2013-02-20,7100.000000,7450.000000,7090.000000,7300.000000,7077.474609,45210
2013-02-21,7250.000000,7290.000000,7200.000000,7270.000000,7048.389160,5510
2013-02-22,7270.000000,7320.000000,7220.000000,7300.000000,7077.474609,6040
2013-02-25,7300.000000,7300.000000,7190.000000,7290.000000,7067.779297,11360
2013-02-26,7290.000000,7290.000000,7210.000000,7250.000000,7028.999023,1740
2013-02-27,7230.000000,7400.000000,7220.000000,7340.000000,7116.255371,8227
2013-02-28,7300.000000,7360.000000,7300.000000,7320.000000,7096.864746,13576
2013-03-04,7320.000000,7320.000000,7240.000000,7300.000000,7077.474609,6590
2013-03-05,7260.000000,7390.000000,7250.000000,7300.000000,7077.474609,6602
2013-03-06,7300.000000,7340.000000,7250.000000,7330.000000,7106.560059,4070
2013-03-07,7300.000000,7330.000000,7260.000000,7260.000000,7038.693848,4230
2013-03-08,7260.000000,7300.000000,7210.000000,7240.000000,7019.303711,5140
2013-03-11,7240.000000,7250.000000,7150.000000,7200.000000,6980.522949,10900
2013-03-12,7200.000000,7220.000000,7150.000000,7190.000000,6970.827637,5050
2013-03-13,7200.000000,7200.000000,7150.000000,7170.000000,6951.437500,4532
2013-03-14,7170.000000,7220.000000,7140.000000,7220.000000,6999.913086,6310
2013-03-15,7220.000000,7220.000000,7150.000000,7210.000000,6990.217285,9960
2013-03-18,7200.000000,7220.000000,7160.000000,7170.000000,6951.437500,4910
2013-03-19,7170.000000,7210.000000,7160.000000,7170.000000,6951.437500,7780
2013-03-20,7200.000000,7200.000000,7170.000000,7200.000000,6980.522949,4390
2013-03-21,7210.000000,7220.000000,7150.000000,7150.000000,6932.046875,12850
2013-03-22,7110.000000,7210.000000,7110.000000,7210.000000,6990.217285,6270
2013-03-25,7220.000000,7220.000000,7150.000000,7210.000000,6990.217285,4080
2013-03-26,7280.000000,7280.000000,7180.000000,7220.000000,6999.913086,1760
2013-03-27,7210.000000,7250.000000,7170.000000,7220.000000,6999.913086,13320
2013-03-28,7240.000000,7250.000000,7180.000000,7220.000000,6999.913086,3060
2013-03-29,7180.000000,7240.000000,7180.000000,7220.000000,6999.913086,1740
2013-04-01,7200.000000,7260.000000,7170.000000,7240.000000,7019.303711,8290
2013-04-02,7240.000000,7240.000000,7200.000000,7230.000000,7009.608398,3430
2013-04-03,7210.000000,7240.000000,7200.000000,7220.000000,6999.913086,4720
2013-04-04,7200.000000,7220.000000,7140.000000,7200.000000,6980.522949,17300
2013-04-05,7200.000000,7200.000000,7130.000000,7130.000000,6912.656738,17110
2013-04-08,7100.000000,7140.000000,7100.000000,7140.000000,6922.351563,3440
2013-04-09,7120.000000,7170.000000,7120.000000,7150.000000,6932.046875,4900
2013-04-10,7150.000000,7200.000000,7120.000000,7150.000000,6932.046875,7670
2013-04-11,7220.000000,7240.000000,7160.000000,7240.000000,7019.303711,2581
2013-04-12,7210.000000,7250.000000,7200.000000,7230.000000,7009.608398,1920
2013-04-15,7210.000000,7260.000000,7210.000000,7240.000000,7019.303711,3440
2013-04-16,7190.000000,7250.000000,7180.000000,7240.000000,7019.303711,6650
2013-04-17,7240.000000,7290.000000,7200.000000,7280.000000,7058.084473,6460
2013-04-18,7280.000000,7520.000000,7230.000000,7450.000000,7222.902344,25220
2013-04-19,7450.000000,7490.000000,7380.000000,7450.000000,7222.902344,2480
2013-04-22,7450.000000,7620.000000,7440.000000,7560.000000,7329.549316,21466
2013-04-23,7610.000000,7650.000000,7500.000000,7570.000000,7339.244141,13391
2013-04-24,7590.000000,7610.000000,7510.000000,7570.000000,7339.244141,22751
2013-04-25,7520.000000,7580.000000,7520.000000,7540.000000,7310.158691,8530
2013-04-26,7550.000000,7610.000000,7500.000000,7610.000000,7378.024414,27298
2013-04-29,7610.000000,7610.000000,7520.000000,7550.000000,7319.853516,8350
2013-04-30,7560.000000,7630.000000,7540.000000,7570.000000,7339.244141,8199
2013-05-02,7570.000000,7580.000000,7500.000000,7570.000000,7339.244141,11890
2013-05-03,7570.000000,7620.000000,7570.000000,7600.000000,7368.329590,4340
2013-05-06,7640.000000,7660.000000,7590.000000,7620.000000,7387.719727,3202
2013-05-07,7650.000000,7650.000000,7550.000000,7640.000000,7407.110352,6750
2013-05-08,7640.000000,7800.000000,7640.000000,7720.000000,7484.671387,15318
2013-05-09,7750.000000,7800.000000,7700.000000,7780.000000,7542.842773,7150
2013-05-10,7780.000000,7780.000000,7650.000000,7700.000000,7465.281250,7100
2013-05-13,7660.000000,7780.000000,7660.000000,7770.000000,7533.146973,6352
2013-05-14,7680.000000,7790.000000,7670.000000,7780.000000,7542.842773,7660
2013-05-15,7800.000000,7810.000000,7720.000000,7750.000000,7513.757324,3020
2013-05-16,7800.000000,7800.000000,7720.000000,7770.000000,7533.146973,2990
2013-05-20,7770.000000,7860.000000,7700.000000,7700.000000,7465.281250,10168
2013-05-21,7800.000000,7810.000000,7700.000000,7750.000000,7513.757324,6697
2013-05-22,7780.000000,7800.000000,7700.000000,7770.000000,7533.146973,2260
2013-05-23,7860.000000,7860.000000,7730.000000,7730.000000,7494.367188,4571
2013-05-24,7710.000000,7790.000000,7700.000000,7780.000000,7542.842773,7950
2013-05-27,7840.000000,7840.000000,7730.000000,7730.000000,7494.367188,2452
2013-05-28,7730.000000,7760.000000,7700.000000,7750.000000,7513.757324,11348
2013-05-29,7750.000000,7770.000000,7710.000000,7770.000000,7533.146973,5860
2013-05-30,7730.000000,7820.000000,7730.000000,7800.000000,7562.233398,5510
2013-05-31,7830.000000,7950.000000,7800.000000,7950.000000,7707.660645,19451
2013-06-03,7960.000000,8070.000000,7850.000000,8000.000000,7756.136230,19430
2013-06-04,8050.000000,8220.000000,7960.000000,8030.000000,7785.221680,17790
2013-06-05,8070.000000,8070.000000,7910.000000,8000.000000,7756.136230,15547
2013-06-07,8000.000000,8030.000000,7900.000000,7960.000000,7717.355957,9471
2013-06-10,8000.000000,8000.000000,7940.000000,7990.000000,7746.441406,2910
2013-06-11,7930.000000,8000.000000,7930.000000,7990.000000,7746.441406,4690
2013-06-12,7910.000000,8000.000000,7910.000000,7990.000000,7746.441406,3180
2013-06-13,7950.000000,7990.000000,7920.000000,7990.000000,7746.441406,5540
2013-06-14,7980.000000,7990.000000,7920.000000,7990.000000,7746.441406,11130
2013-06-17,8050.000000,8050.000000,7930.000000,7980.000000,7736.746582,12030
2013-06-18,7930.000000,7970.000000,7930.000000,7970.000000,7727.051270,3430
2013-06-19,7970.000000,7970.000000,7920.000000,7950.000000,7707.660645,5441
2013-06-20,7910.000000,7910.000000,7750.000000,7880.000000,7639.793945,5120
2013-06-21,7780.000000,7780.000000,7710.000000,7770.000000,7533.146973,6345
2013-06-24,7650.000000,7810.000000,7650.000000,7800.000000,7562.233398,1250
2013-06-25,7690.000000,7730.000000,7500.000000,7600.000000,7368.329590,9130
2013-06-26,7550.000000,7800.000000,7550.000000,7650.000000,7416.805664,3600
2013-06-27,7620.000000,7880.000000,7620.000000,7790.000000,7552.537598,7440
2013-06-28,7880.000000,7890.000000,7750.000000,7870.000000,7630.099609,3060
2013-07-01,7780.000000,8000.000000,7770.000000,7950.000000,7707.660645,1486
2013-07-02,7830.000000,7960.000000,7830.000000,7900.000000,7659.184570,1212
2013-07-03,7940.000000,7940.000000,7820.000000,7940.000000,7697.965332,4470
2013-07-04,7930.000000,7940.000000,7830.000000,7940.000000,7697.965332,3340
2013-07-05,7940.000000,7940.000000,7860.000000,7900.000000,7659.184570,3400
2013-07-08,7890.000000,7900.000000,7770.000000,7850.000000,7610.708984,4214
2013-07-09,7900.000000,7920.000000,7800.000000,7850.000000,7610.708984,3901
2013-07-10,7850.000000,7870.000000,7800.000000,7850.000000,7610.708984,440
2013-07-11,7800.000000,7920.000000,7800.000000,7920.000000,7678.574707,2661
2013-07-12,7920.000000,7950.000000,7850.000000,7890.000000,7649.489746,440
2013-07-15,7790.000000,7970.000000,7650.000000,7790.000000,7552.537598,14860
2013-07-16,7700.000000,7750.000000,7500.000000,7580.000000,7348.939941,12640
2013-07-17,7580.000000,7620.000000,7520.000000,7600.000000,7368.329590,3250
2013-07-18,7600.000000,7600.000000,7460.000000,7510.000000,7281.073242,12213
2013-07-19,7460.000000,7560.000000,7450.000000,7540.000000,7310.158691,14862
2013-07-22,7590.000000,7590.000000,7460.000000,7540.000000,7310.158691,6744
2013-07-23,7480.000000,7590.000000,7450.000000,7550.000000,7319.853516,7907
2013-07-24,7480.000000,7590.000000,7480.000000,7550.000000,7319.853516,5290
2013-07-25,7550.000000,7690.000000,7540.000000,7680.000000,7445.890625,4380
2013-07-26,7650.000000,7650.000000,7470.000000,7580.000000,7348.939941,11530
2013-07-29,7510.000000,7550.000000,7500.000000,7550.000000,7319.853516,1295
2013-07-30,7560.000000,7620.000000,7530.000000,7620.000000,7387.719727,5060
2013-07-31,7620.000000,7660.000000,7570.000000,7660.000000,7426.500488,833
2013-08-01,7670.000000,7690.000000,7670.000000,7690.000000,7455.586426,1062
2013-08-02,7690.000000,7770.000000,7660.000000,7720.000000,7484.671387,2570
2013-08-05,7760.000000,7780.000000,7620.000000,7760.000000,7523.452148,1711
2013-08-06,7700.000000,7780.000000,7680.000000,7760.000000,7523.452148,3561
2013-08-07,7730.000000,7730.000000,7680.000000,7730.000000,7494.367188,340
2013-08-08,7780.000000,7780.000000,7670.000000,7720.000000,7484.671387,1302
2013-08-09,7720.000000,7770.000000,7650.000000,7750.000000,7513.757324,3051
2013-08-12,7750.000000,7750.000000,7710.000000,7710.000000,7474.976563,42
2013-08-13,7720.000000,7750.000000,7680.000000,7730.000000,7494.367188,3981
2013-08-14,7730.000000,7740.000000,7700.000000,7730.000000,7494.367188,2121
2013-08-16,7730.000000,7740.000000,7710.000000,7740.000000,7504.062500,1193
2013-08-19,7740.000000,7740.000000,7680.000000,7740.000000,7504.062500,429
2013-08-20,7740.000000,7740.000000,7650.000000,7650.000000,7416.805664,4690
2013-08-21,7650.000000,7650.000000,7570.000000,7650.000000,7416.805664,2091
2013-08-22,7650.000000,7650.000000,7570.000000,7650.000000,7416.805664,80
2013-08-23,7670.000000,7670.000000,7640.000000,7650.000000,7416.805664,1011
2013-08-26,7650.000000,7680.000000,7600.000000,7680.000000,7445.890625,3250
2013-08-27,7600.000000,7680.000000,7580.000000,7680.000000,7445.890625,1250
2013-08-28,7650.000000,7690.000000,7610.000000,7610.000000,7378.024414,1220
2013-08-29,7620.000000,7770.000000,7610.000000,7750.000000,7513.757324,4280
2013-08-30,7760.000000,7760.000000,7630.000000,7720.000000,7484.671387,5293
2013-09-02,7720.000000,7720.000000,7660.000000,7720.000000,7484.671387,4030
2013-09-03,7720.000000,7770.000000,7650.000000,7750.000000,7513.757324,4184
2013-09-04,7750.000000,7750.000000,7660.000000,7730.000000,7494.367188,3780
2013-09-05,7660.000000,7760.000000,7500.000000,7560.000000,7329.549316,57520
2013-09-06,7560.000000,7620.000000,7560.000000,7560.000000,7329.549316,2470
2013-09-09,7560.000000,7620.000000,7560.000000,7620.000000,7387.719727,3720
2013-09-10,7630.000000,7640.000000,7620.000000,7630.000000,7397.415527,4054
2013-09-11,7640.000000,7660.000000,7620.000000,7650.000000,7416.805664,2590
2013-09-12,7650.000000,7650.000000,7610.000000,7630.000000,7397.415527,2087
2013-09-13,7660.000000,7750.000000,7660.000000,7720.000000,7484.671387,11030
2013-09-16,7780.000000,7780.000000,7560.000000,7620.000000,7387.719727,6980
2013-09-17,7660.000000,7720.000000,7660.000000,7720.000000,7484.671387,5710
2013-09-23,7720.000000,7780.000000,7690.000000,7740.000000,7504.062500,8320
2013-09-24,7770.000000,7770.000000,7660.000000,7660.000000,7426.500488,900
2013-09-25,7760.000000,7760.000000,7660.000000,7720.000000,7484.671387,1026
2013-09-26,7730.000000,7820.000000,7730.000000,7820.000000,7581.623535,13369
2013-09-27,7890.000000,7890.000000,7800.000000,7810.000000,7571.928223,5330
2013-09-30,7810.000000,7810.000000,7750.000000,7810.000000,7571.928223,3921
2013-10-01,7850.000000,7920.000000,7850.000000,7880.000000,7639.793945,11760
2013-10-02,7860.000000,7990.000000,7850.000000,7880.000000,7639.793945,11940
2013-10-04,7880.000000,8200.000000,7870.000000,8160.000000,7911.258789,15231
2013-10-07,8200.000000,8200.000000,8050.000000,8150.000000,7901.563965,6269
2013-10-08,8170.000000,8200.000000,8050.000000,8150.000000,7901.563965,20919
2013-10-10,8150.000000,8200.000000,8100.000000,8160.000000,7911.258789,12140
2013-10-11,8190.000000,8190.000000,8110.000000,8170.000000,7920.954102,5150
2013-10-14,8110.000000,8160.000000,8000.000000,8130.000000,7882.173828,4034
2013-10-15,8190.000000,8230.000000,8070.000000,8120.000000,7872.478516,12430
2013-10-16,8120.000000,8140.000000,8040.000000,8140.000000,7891.869629,1450
2013-10-17,8140.000000,8140.000000,8010.000000,8100.000000,7853.087891,3080
2013-10-18,8120.000000,8120.000000,8000.000000,8100.000000,7853.087891,6050
2013-10-21,8050.000000,8060.000000,8000.000000,8050.000000,7804.612305,2831
2013-10-22,8010.000000,8090.000000,8000.000000,8000.000000,7756.136230,6335
2013-10-23,8000.000000,8050.000000,7970.000000,8010.000000,7765.831543,4950
2013-10-24,7970.000000,8010.000000,7950.000000,8010.000000,7765.831543,3029
2013-10-25,8010.000000,8010.000000,7960.000000,7990.000000,7746.441406,660
2013-10-28,8030.000000,8240.000000,8000.000000,8200.000000,7950.040039,22540
2013-10-29,8210.000000,8210.000000,8090.000000,8200.000000,7950.040039,4230
2013-10-30,8200.000000,8320.000000,8170.000000,8250.000000,7998.516113,6975
2013-10-31,8200.000000,8280.000000,8200.000000,8240.000000,7988.820313,6123
2013-11-01,8240.000000,8460.000000,8240.000000,8350.000000,8095.467773,18860
2013-11-04,8350.000000,8450.000000,8350.000000,8430.000000,8173.028809,13260
2013-11-05,8430.000000,8430.000000,8350.000000,8360.000000,8105.163086,10173
2013-11-06,8390.000000,8390.000000,8250.000000,8330.000000,8076.077148,5400
2013-11-07,8330.000000,8330.000000,8230.000000,8290.000000,8037.296875,2140
2013-11-08,8260.000000,8260.000000,8180.000000,8250.000000,7998.516113,3110
2013-11-11,8200.000000,8210.000000,8130.000000,8200.000000,7950.040039,2230
2013-11-12,8210.000000,8230.000000,8150.000000,8200.000000,7950.040039,1990
2013-11-13,8220.000000,8220.000000,7760.000000,8180.000000,7930.649414,1266
2013-11-14,8270.000000,8270.000000,7910.000000,8160.000000,7911.258789,2870
2013-11-15,8150.000000,8270.000000,8060.000000,8200.000000,7950.040039,4740
2013-11-18,8200.000000,8240.000000,8160.000000,8220.000000,7969.430176,900
2013-11-19,8330.000000,8330.000000,8130.000000,8240.000000,7988.820313,1132
2013-11-20,8240.000000,8240.000000,8100.000000,8100.000000,7853.087891,1610
2013-11-21,8100.000000,8190.000000,8010.000000,8150.000000,7901.563965,1280
2013-11-22,8150.000000,8150.000000,8070.000000,8080.000000,7833.697754,2469
2013-11-25,8080.000000,8100.000000,8030.000000,8090.000000,7843.393066,1560
2013-11-26,8090.000000,8130.000000,8060.000000,8130.000000,7882.173828,570
2013-11-27,8130.000000,8130.000000,8000.000000,8000.000000,7756.136230,4015
2013-11-28,7920.000000,8070.000000,7920.000000,8050.000000,7804.612305,1080
2013-11-29,8080.000000,8160.000000,8020.000000,8040.000000,7794.917480,6540
2013-12-02,8050.000000,8060.000000,7910.000000,8060.000000,7814.307617,6591
2013-12-03,8020.000000,8170.000000,8000.000000,8060.000000,7814.307617,3079
2013-12-04,8060.000000,8070.000000,7930.000000,8050.000000,7804.612305,3510
2013-12-05,8050.000000,8130.000000,8000.000000,8120.000000,7872.478516,2470
2013-12-06,8030.000000,8090.000000,7980.000000,8030.000000,7785.221680,2495
2013-12-09,8030.000000,8040.000000,7900.000000,7900.000000,7659.184570,7268
2013-12-10,7860.000000,7930.000000,7710.000000,7820.000000,7581.623535,9620
2013-12-11,7820.000000,7840.000000,7770.000000,7820.000000,7581.623535,2491
2013-12-12,7800.000000,7850.000000,7720.000000,7760.000000,7523.452148,14960
2013-12-13,7800.000000,7800.000000,7650.000000,7730.000000,7494.367188,5052
2013-12-16,7700.000000,7790.000000,7650.000000,7650.000000,7416.805664,9443
2013-12-17,7650.000000,7720.000000,7620.000000,7640.000000,7407.110352,1950
2013-12-18,7700.000000,7700.000000,7630.000000,7660.000000,7426.500488,2570
2013-12-19,7880.000000,7880.000000,7600.000000,7600.000000,7368.329590,7010
2013-12-20,7550.000000,7700.000000,7550.000000,7570.000000,7339.244141,24410
2013-12-23,7570.000000,7610.000000,7500.000000,7560.000000,7329.549316,31422
2013-12-24,7600.000000,7790.000000,7600.000000,7720.000000,7484.671387,4710
2013-12-26,7720.000000,7800.000000,7680.000000,7790.000000,7552.537598,380
2013-12-27,7790.000000,7840.000000,7770.000000,7840.000000,7650.115234,3480
2013-12-30,7840.000000,7890.000000,7760.000000,7890.000000,7698.904785,2620
2014-01-02,7890.000000,7890.000000,7800.000000,7840.000000,7650.115234,4490
2014-01-03,7840.000000,7880.000000,7760.000000,7830.000000,7640.358398,2020
2014-01-06,7830.000000,8300.000000,7830.000000,7940.000000,7747.693848,6750
2014-01-07,7990.000000,8080.000000,7930.000000,8000.000000,7806.240723,1290
2014-01-08,8000.000000,8120.000000,8000.000000,8000.000000,7806.240723,132
2014-01-09,8000.000000,8070.000000,8000.000000,8050.000000,7855.029785,1540
2014-01-10,8050.000000,8050.000000,7960.000000,8050.000000,7855.029785,3010
2014-01-13,8130.000000,8150.000000,7970.000000,8050.000000,7855.029785,9721
2014-01-14,8190.000000,8190.000000,8020.000000,8110.000000,7913.576172,3130
2014-01-15,8110.000000,8110.000000,8090.000000,8090.000000,7894.060547,3231
2014-01-16,8150.000000,8150.000000,8070.000000,8130.000000,7933.092285,1190
2014-01-17,8150.000000,8180.000000,8050.000000,8100.000000,7903.818359,3390
2014-01-20,8100.000000,8100.000000,8000.000000,8080.000000,7884.303223,3140
2014-01-21,8140.000000,8140.000000,8000.000000,8070.000000,7874.545410,2620
2014-01-22,8100.000000,8130.000000,8000.000000,8130.000000,7933.092285,10970
2014-01-23,8100.000000,8100.000000,8010.000000,8090.000000,7894.060547,3203
2014-01-24,8000.000000,8130.000000,8000.000000,8110.000000,7913.576172,2509
2014-01-27,7970.000000,8100.000000,7950.000000,7950.000000,7757.451660,6150
2014-01-28,7950.000000,8070.000000,7950.000000,8070.000000,7874.545410,2220
2014-01-29,8100.000000,8100.000000,7990.000000,8080.000000,7884.303223,451
2014-02-03,8080.000000,8130.000000,8000.000000,8060.000000,7864.787109,1510
2014-02-04,7960.000000,8090.000000,7960.000000,8000.000000,7806.240723,1150
2014-02-05,7990.000000,8100.000000,7990.000000,8100.000000,7903.818359,2601
2014-02-06,8080.000000,8120.000000,7990.000000,8100.000000,7903.818359,790
2014-02-07,8100.000000,8140.000000,7980.000000,8140.000000,7942.850098,3430
2014-02-10,8140.000000,8150.000000,8020.000000,8110.000000,7913.576172,3790
2014-02-11,8160.000000,8270.000000,8050.000000,8250.000000,8050.185547,5169
2014-02-12,8260.000000,8260.000000,8200.000000,8240.000000,8040.427734,221
2014-02-13,8220.000000,8440.000000,8140.000000,8430.000000,8225.826172,28400
2014-02-14,8450.000000,8470.000000,8350.000000,8420.000000,8216.067383,6391
2014-02-17,8420.000000,8430.000000,8370.000000,8430.000000,8225.826172,1801
2014-02-18,8450.000000,8480.000000,8390.000000,8480.000000,8274.615234,4562
2014-02-19,8480.000000,8580.000000,8450.000000,8550.000000,8342.918945,3851
2014-02-20,8500.000000,8580.000000,8500.000000,8580.000000,8372.193359,10834
2014-02-21,8670.000000,8790.000000,8580.000000,8750.000000,8538.075195,13271
2014-02-24,8830.000000,9200.000000,8820.000000,9200.000000,8977.177734,44989
2014-02-25,9300.000000,9300.000000,8670.000000,8890.000000,8674.684570,41250
2014-02-26,8810.000000,8890.000000,8700.000000,8810.000000,8596.622070,5590
2014-02-27,8810.000000,8820.000000,8660.000000,8750.000000,8538.075195,11682
2014-02-28,8680.000000,8730.000000,8600.000000,8710.000000,8499.043945,10103
2014-03-03,8600.000000,8620.000000,8440.000000,8500.000000,8294.130859,41571
